Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
ROX (Polar Stone),01,2024,Ağ,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58000
ROX (Polar Stone),01,2024,Boz,1.5,Plug-in Hibrid,0,Reduktor,Bəli,56000
Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
ROX (Polar Stone),01,2024,Ağ,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58000
ROX (Polar Stone),01,2024,Boz,1.5,Plug-in Hibrid,0,Reduktor,Bəli,56000
Hyundai,Elantra,2016,Yaş Asfalt,2.0,Benzin,171000,Avtomat,Xeyr,13983
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
ROX (Polar Stone),01,2024,Ağ,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58000
ROX (Polar Stone),01,2024,Boz,1.5,Plug-in Hibrid,0,Reduktor,Bəli,56000
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
ROX (Polar Stone),01,2024,Ağ,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58000
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Jetour,T2,2024,Boz,2.0,Benzin,0,Avtomat,Bəli,35046
BYD,Qin Plus,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14632
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
Fiat,Fiorino,2023,Ağ,1.4,Benzin,0,Mexaniki,Bəli,25370
Land Rover,Discovery,2005,Gümüşü,2.7,Dizel,241400,Avtomat,Xeyr,8732
BYD,Qin Plus,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14632
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
ROX (Polar Stone),01,2024,Yaşıl,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55000
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15930
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14900
Mercedes,Sprinter 316,2017,Ağ,2.7,Dizel,427000,Mexaniki,Xeyr,41005
Land Rover,Discovery,2005,Gümüşü,2.7,Dizel,241400,Avtomat,Xeyr,8732
BYD,Qin Plus,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14632
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14900
Mercedes,Sprinter 316,2017,Ağ,2.7,Dizel,427000,Mexaniki,Xeyr,41005
Land Rover,Discovery,2005,Gümüşü,2.7,Dizel,241400,Avtomat,Xeyr,8732
BYD,Qin Plus,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14632
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
BMW,530e,2021,Ağ,2.0,Plug-in Hibrid,35200,Avtomat,Xeyr,51500
Mitsubishi,Outlander,2008,Ağ,3.0,Benzin,219000,Avtomat,Xeyr,10900
Land Rover,Defender,2020,Boz,3.0,Benzin,34000,Avtomat,Xeyr,96000
Land Rover,Range Rover,2019,Qara,3.0,Benzin,34000,Avtomat,Xeyr,75000
BMW,320,2015,Göy,2.0,Benzin,185256,Avtomat,Xeyr,8900
Hyundai,Santa Fe,2014,Ağ,2.0,Dizel,107000,Avtomat,Xeyr,20768
Kia,Ceed,2011,Boz,1.6,Dizel,237467,Mexaniki,Xeyr,8909
Infiniti,Q70S,2016,Qara,3.7,Benzin,112000,Avtomat,Xeyr,36000
Kia,Sorento,2018,Qara,2.0,Dizel,47500,Avtomat,Xeyr,28615
Changan,Qiyuan A06,2023,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,19700
Fiat,Tipo,2023,Mavi,1.5,Hibrid,0,Avtomat,Bəli,25075
Jetour,X90 PLUS,2024,Mavi,1.6,Benzin,0,Avtomat,Bəli,32273
Fiat,Ducato,2018,Ağ,2.3,Dizel,0,Mexaniki,Bəli,47200
BYD,Qin L,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,19200
Jetour,X70C-DM,2024,Açıq yaşıl,1.5,Plug-in Hibrid,0,Robot,Bəli,27317
BMW,X5,2016,Ağ,2.0,Plug-in Hibrid,85950,Avtomat,Xeyr,33500
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14900
Mercedes,Sprinter 316,2017,Ağ,2.7,Dizel,427000,Mexaniki,Xeyr,41005
Land Rover,Discovery,2005,Gümüşü,2.7,Dizel,241400,Avtomat,Xeyr,8732
BYD,Qin Plus,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14632
Mercedes,Vito 116,2020,Yaş Asfalt,2.0,Dizel,194000,Avtomat,Xeyr,37170
Kia,Forte,2015,Boz,2.0,Benzin,137478,Avtomat,Xeyr,10502
Mercedes,E 220 d,2007,Gümüşü,2.2,Dizel,293000,Avtomat,Xeyr,14160
Toyota,Corolla Fielder,2014,Gümüşü,1.5,Hibrid,174000,Variator,Xeyr,10266
BMW,520,2024,Qara,2.0,Benzin,4000,Avtomat,Xeyr,78500
