,Links,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
7558,https://turbo.az/autos/8441849-mercedes-s-450-4matic,Mercedes,S 450 4MATIC,2023,Qara,3.0,Mühərrik3.0 L / 381 a.g. / Benzin,0 km,Avtomat,Bəli,143 462 EUR
7559,https://turbo.az/autos/9055895-mercedes-c-43-amg-4matic,Mercedes,C 43 AMG 4MATIC,2023,Qara,2.0,Mühərrik2.0 L / 420 a.g. / Benzin,38 900 km,Avtomat,Xeyr,69 500 USD
7560,https://turbo.az/autos/9106026-toyota-land-cruiser,Toyota,Land Cruiser,2012,Qara,4.0,Mühərrik4.0 L / 243 a.g. / Benzin,177 672 km,Avtomat,Xeyr,56 000 AZN
7561,https://turbo.az/autos/9093419-lexus-lx-570,Lexus,LX 570,2016,Qara,5.7,Mühərrik5.7 L / 367 a.g. / Benzin,137 500 km,Avtomat,Xeyr,77 500 USD
7562,https://turbo.az/autos/9062373-hyundai-elantra,Hyundai,Elantra,2011,Ağ,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,100 364 km,Avtomat,Xeyr,20 400 AZN
7563,https://turbo.az/autos/8470862-jmc-grand-avenue,JMC,Grand Avenue,2024,Qara,2.3,Mühərrik2.3 L / 170 a.g. / Dizel,0 km,Mexaniki,Bəli,53 500 AZN
7564,https://turbo.az/autos/8925514-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 360 a.g. / Benzin,0 km,Avtomat,Bəli,230 900 USD
7565,https://turbo.az/autos/8509154-jmc-vigus-plus,JMC,Vigus Plus,2024,Ağ,2.0,Mühərrik2.0 L / 141 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
7566,https://turbo.az/autos/9102480-honda-insight,Honda,Insight,2012,Göy,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,340 000 km,Variator,Xeyr,11 800 AZN
7567,https://turbo.az/autos/9089024-chery-fulwin-2,Chery,Fulwin 2,2014,Ağ,1.5,Mühərrik1.5 L / 109 a.g. / Benzin,295 678 km,Mexaniki,Xeyr,7 000 AZN
7568,https://turbo.az/autos/8770867-mercedes-maybach-s-580-4matic,Mercedes-Maybach,S 580 4MATIC,2023,Qara,4.0,Mühərrik4.0 L / 503 a.g. / Benzin,0 km,Avtomat,Bəli,263 087 EUR
7569,https://turbo.az/autos/8948447-mercedes-amg-gt-63-s-4matic,Mercedes,AMG GT 63 S 4MATIC+,2024,Qara,4.0,Mühərrik4.0 L / 843 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,233 825 EUR
7570,https://turbo.az/autos/9052007-lada-vaz-2107,LADA (VAZ),2107,2003,Yaşıl,1.6,Mühərrik1.6 L / 75 a.g. / Benzin,78 046 km,Mexaniki,Xeyr,3 900 AZN
7571,https://turbo.az/autos/8918165-toyota-corolla,Toyota,Corolla,2020,Qara,1.6,Mühərrik1.6 L / 124 a.g. / Benzin,59 700 km,Avtomat,Xeyr,34 000 AZN
7572,https://turbo.az/autos/9087873-hyundai-santa-fe,Hyundai,Santa Fe,2014,Qara,2.4,Mühərrik2.4 L / 175 a.g. / Benzin,197 504 km,Avtomat,Xeyr,29 700 AZN
7573,https://turbo.az/autos/8478237-ducati-1199-panigale-s,Ducati,1199 Panigale S,2013,Qırmızı,0,Mühərrik1200 sm3 / 200 a.g. / Benzin,14 500 km,Avtomat,Xeyr,16 000 USD
7574,https://turbo.az/autos/9074536-toyota-camry,Toyota,Camry,2024,Qara,2.0,Mühərrik2.0 L / 197 a.g. / Hibrid,0 km,Variator,Bəli,36 800 USD
7575,https://turbo.az/autos/9035802-denza-z9-gt,Denza,Z9 GT,2024,Qara,2.0,Mühərrik2.0 L / 870 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,116 800 AZN
7576,https://turbo.az/autos/9097479-bmw-530,BMW,530,1989,Göy,2.5,Mühərrik2.5 L / 192 a.g. / Benzin,404 544 km,Mexaniki,Xeyr,16 000 AZN
7577,https://turbo.az/autos/9058958-mercedes-c-250,Mercedes,C 250,2014,Gümüşü,1.8,Mühərrik1.8 L / 204 a.g. / Benzin,198 000 km,Avtomat,Xeyr,24 000 AZN
7578,https://turbo.az/autos/9087309-hyundai-elantra,Hyundai,Elantra,2015,Göy,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,115 000 km,Avtomat,Xeyr,18 999 AZN
7579,https://turbo.az/autos/8765595-bmw-x5,BMW,X5,2014,Qəhvəyi,3.0,Mühərrik3.0 L / 306 a.g. / Benzin,165 000 km,Avtomat,Xeyr,25 300 USD
7580,https://turbo.az/autos/9084199-bmw-330e,BMW,330e,2022,Yaş Asfalt,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,57 000 km,Avtomat,Xeyr,38 500 USD
7581,https://turbo.az/autos/9093255-kia-cerato,Kia,Cerato,2008,Ağ,2.0,Mühərrik2.0 L / 143 a.g. / Benzin,324 000 km,Avtomat,Xeyr,11 300 AZN
7582,https://turbo.az/autos/8441849-mercedes-s-450-4matic,Mercedes,S 450 4MATIC,2023,Qara,3.0,Mühərrik3.0 L / 381 a.g. / Benzin,0 km,Avtomat,Bəli,143 462 EUR
7583,https://turbo.az/autos/9055895-mercedes-c-43-amg-4matic,Mercedes,C 43 AMG 4MATIC,2023,Qara,2.0,Mühərrik2.0 L / 420 a.g. / Benzin,38 900 km,Avtomat,Xeyr,69 500 USD
7584,https://turbo.az/autos/9106026-toyota-land-cruiser,Toyota,Land Cruiser,2012,Qara,4.0,Mühərrik4.0 L / 243 a.g. / Benzin,177 672 km,Avtomat,Xeyr,56 000 AZN
7585,https://turbo.az/autos/9093419-lexus-lx-570,Lexus,LX 570,2016,Qara,5.7,Mühərrik5.7 L / 367 a.g. / Benzin,137 500 km,Avtomat,Xeyr,77 500 USD
7586,https://turbo.az/autos/9062373-hyundai-elantra,Hyundai,Elantra,2011,Ağ,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,100 364 km,Avtomat,Xeyr,20 400 AZN
7587,https://turbo.az/autos/8470862-jmc-grand-avenue,JMC,Grand Avenue,2024,Qara,2.3,Mühərrik2.3 L / 170 a.g. / Dizel,0 km,Mexaniki,Bəli,53 500 AZN
7588,https://turbo.az/autos/8925514-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 360 a.g. / Benzin,0 km,Avtomat,Bəli,230 900 USD
7589,https://turbo.az/autos/8509154-jmc-vigus-plus,JMC,Vigus Plus,2024,Ağ,2.0,Mühərrik2.0 L / 141 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
7590,https://turbo.az/autos/9102480-honda-insight,Honda,Insight,2012,Göy,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,340 000 km,Variator,Xeyr,11 800 AZN
7591,https://turbo.az/autos/9089024-chery-fulwin-2,Chery,Fulwin 2,2014,Ağ,1.5,Mühərrik1.5 L / 109 a.g. / Benzin,295 678 km,Mexaniki,Xeyr,7 000 AZN
7592,https://turbo.az/autos/8770867-mercedes-maybach-s-580-4matic,Mercedes-Maybach,S 580 4MATIC,2023,Qara,4.0,Mühərrik4.0 L / 503 a.g. / Benzin,0 km,Avtomat,Bəli,263 087 EUR
7593,https://turbo.az/autos/8948447-mercedes-amg-gt-63-s-4matic,Mercedes,AMG GT 63 S 4MATIC+,2024,Qara,4.0,Mühərrik4.0 L / 843 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,233 825 EUR
7594,https://turbo.az/autos/9052007-lada-vaz-2107,LADA (VAZ),2107,2003,Yaşıl,1.6,Mühərrik1.6 L / 75 a.g. / Benzin,78 046 km,Mexaniki,Xeyr,3 900 AZN
7595,https://turbo.az/autos/8918165-toyota-corolla,Toyota,Corolla,2020,Qara,1.6,Mühərrik1.6 L / 124 a.g. / Benzin,59 700 km,Avtomat,Xeyr,34 000 AZN
7596,https://turbo.az/autos/9087873-hyundai-santa-fe,Hyundai,Santa Fe,2014,Qara,2.4,Mühərrik2.4 L / 175 a.g. / Benzin,197 504 km,Avtomat,Xeyr,29 700 AZN
7597,https://turbo.az/autos/8478237-ducati-1199-panigale-s,Ducati,1199 Panigale S,2013,Qırmızı,0,Mühərrik1200 sm3 / 200 a.g. / Benzin,14 500 km,Avtomat,Xeyr,16 000 USD
7598,https://turbo.az/autos/9074536-toyota-camry,Toyota,Camry,2024,Qara,2.0,Mühərrik2.0 L / 197 a.g. / Hibrid,0 km,Variator,Bəli,36 800 USD
7599,https://turbo.az/autos/9035802-denza-z9-gt,Denza,Z9 GT,2024,Qara,2.0,Mühərrik2.0 L / 870 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,116 800 AZN
7600,https://turbo.az/autos/9097479-bmw-530,BMW,530,1989,Göy,2.5,Mühərrik2.5 L / 192 a.g. / Benzin,404 544 km,Mexaniki,Xeyr,16 000 AZN
7601,https://turbo.az/autos/9058958-mercedes-c-250,Mercedes,C 250,2014,Gümüşü,1.8,Mühərrik1.8 L / 204 a.g. / Benzin,198 000 km,Avtomat,Xeyr,24 000 AZN
7602,https://turbo.az/autos/9087309-hyundai-elantra,Hyundai,Elantra,2015,Göy,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,115 000 km,Avtomat,Xeyr,18 999 AZN
7603,https://turbo.az/autos/8765595-bmw-x5,BMW,X5,2014,Qəhvəyi,3.0,Mühərrik3.0 L / 306 a.g. / Benzin,165 000 km,Avtomat,Xeyr,25 300 USD
7604,https://turbo.az/autos/9084199-bmw-330e,BMW,330e,2022,Yaş Asfalt,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,57 000 km,Avtomat,Xeyr,38 500 USD
7605,https://turbo.az/autos/9093255-kia-cerato,Kia,Cerato,2008,Ağ,2.0,Mühərrik2.0 L / 143 a.g. / Benzin,324 000 km,Avtomat,Xeyr,11 300 AZN
7606,https://turbo.az/autos/8441849-mercedes-s-450-4matic,Mercedes,S 450 4MATIC,2023,Qara,3.0,Mühərrik3.0 L / 381 a.g. / Benzin,0 km,Avtomat,Bəli,143 462 EUR
7607,https://turbo.az/autos/9055895-mercedes-c-43-amg-4matic,Mercedes,C 43 AMG 4MATIC,2023,Qara,2.0,Mühərrik2.0 L / 420 a.g. / Benzin,38 900 km,Avtomat,Xeyr,69 500 USD
7608,https://turbo.az/autos/9106026-toyota-land-cruiser,Toyota,Land Cruiser,2012,Qara,4.0,Mühərrik4.0 L / 243 a.g. / Benzin,177 672 km,Avtomat,Xeyr,56 000 AZN
7609,https://turbo.az/autos/9093419-lexus-lx-570,Lexus,LX 570,2016,Qara,5.7,Mühərrik5.7 L / 367 a.g. / Benzin,137 500 km,Avtomat,Xeyr,77 500 USD
7610,https://turbo.az/autos/9062373-hyundai-elantra,Hyundai,Elantra,2011,Ağ,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,100 364 km,Avtomat,Xeyr,20 400 AZN
7611,https://turbo.az/autos/8470862-jmc-grand-avenue,JMC,Grand Avenue,2024,Qara,2.3,Mühərrik2.3 L / 170 a.g. / Dizel,0 km,Mexaniki,Bəli,53 500 AZN
7612,https://turbo.az/autos/8925514-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 360 a.g. / Benzin,0 km,Avtomat,Bəli,230 900 USD
7613,https://turbo.az/autos/8509154-jmc-vigus-plus,JMC,Vigus Plus,2024,Ağ,2.0,Mühərrik2.0 L / 141 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
7614,https://turbo.az/autos/9102480-honda-insight,Honda,Insight,2012,Göy,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,340 000 km,Variator,Xeyr,11 800 AZN
7615,https://turbo.az/autos/9089024-chery-fulwin-2,Chery,Fulwin 2,2014,Ağ,1.5,Mühərrik1.5 L / 109 a.g. / Benzin,295 678 km,Mexaniki,Xeyr,7 000 AZN
7616,https://turbo.az/autos/8770867-mercedes-maybach-s-580-4matic,Mercedes-Maybach,S 580 4MATIC,2023,Qara,4.0,Mühərrik4.0 L / 503 a.g. / Benzin,0 km,Avtomat,Bəli,263 087 EUR
7617,https://turbo.az/autos/8948447-mercedes-amg-gt-63-s-4matic,Mercedes,AMG GT 63 S 4MATIC+,2024,Qara,4.0,Mühərrik4.0 L / 843 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,233 825 EUR
7618,https://turbo.az/autos/9052007-lada-vaz-2107,LADA (VAZ),2107,2003,Yaşıl,1.6,Mühərrik1.6 L / 75 a.g. / Benzin,78 046 km,Mexaniki,Xeyr,3 900 AZN
7619,https://turbo.az/autos/8918165-toyota-corolla,Toyota,Corolla,2020,Qara,1.6,Mühərrik1.6 L / 124 a.g. / Benzin,59 700 km,Avtomat,Xeyr,34 000 AZN
7620,https://turbo.az/autos/9087873-hyundai-santa-fe,Hyundai,Santa Fe,2014,Qara,2.4,Mühərrik2.4 L / 175 a.g. / Benzin,197 504 km,Avtomat,Xeyr,29 700 AZN
7621,https://turbo.az/autos/8478237-ducati-1199-panigale-s,Ducati,1199 Panigale S,2013,Qırmızı,0,Mühərrik1200 sm3 / 200 a.g. / Benzin,14 500 km,Avtomat,Xeyr,16 000 USD
7622,https://turbo.az/autos/9074536-toyota-camry,Toyota,Camry,2024,Qara,2.0,Mühərrik2.0 L / 197 a.g. / Hibrid,0 km,Variator,Bəli,36 800 USD
7623,https://turbo.az/autos/9035802-denza-z9-gt,Denza,Z9 GT,2024,Qara,2.0,Mühərrik2.0 L / 870 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,116 800 AZN
7624,https://turbo.az/autos/9097479-bmw-530,BMW,530,1989,Göy,2.5,Mühərrik2.5 L / 192 a.g. / Benzin,404 544 km,Mexaniki,Xeyr,16 000 AZN
7625,https://turbo.az/autos/9058958-mercedes-c-250,Mercedes,C 250,2014,Gümüşü,1.8,Mühərrik1.8 L / 204 a.g. / Benzin,198 000 km,Avtomat,Xeyr,24 000 AZN
7626,https://turbo.az/autos/9087309-hyundai-elantra,Hyundai,Elantra,2015,Göy,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,115 000 km,Avtomat,Xeyr,18 999 AZN
7627,https://turbo.az/autos/8765595-bmw-x5,BMW,X5,2014,Qəhvəyi,3.0,Mühərrik3.0 L / 306 a.g. / Benzin,165 000 km,Avtomat,Xeyr,25 300 USD
7628,https://turbo.az/autos/9084199-bmw-330e,BMW,330e,2022,Yaş Asfalt,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,57 000 km,Avtomat,Xeyr,38 500 USD
7629,https://turbo.az/autos/9093255-kia-cerato,Kia,Cerato,2008,Ağ,2.0,Mühərrik2.0 L / 143 a.g. / Benzin,324 000 km,Avtomat,Xeyr,11 300 AZN
7630,https://turbo.az/autos/8441849-mercedes-s-450-4matic,Mercedes,S 450 4MATIC,2023,Qara,3.0,Mühərrik3.0 L / 381 a.g. / Benzin,0 km,Avtomat,Bəli,143 462 EUR
7631,https://turbo.az/autos/9055895-mercedes-c-43-amg-4matic,Mercedes,C 43 AMG 4MATIC,2023,Qara,2.0,Mühərrik2.0 L / 420 a.g. / Benzin,38 900 km,Avtomat,Xeyr,69 500 USD
7632,https://turbo.az/autos/9106026-toyota-land-cruiser,Toyota,Land Cruiser,2012,Qara,4.0,Mühərrik4.0 L / 243 a.g. / Benzin,177 672 km,Avtomat,Xeyr,56 000 AZN
7633,https://turbo.az/autos/9093419-lexus-lx-570,Lexus,LX 570,2016,Qara,5.7,Mühərrik5.7 L / 367 a.g. / Benzin,137 500 km,Avtomat,Xeyr,77 500 USD
7634,https://turbo.az/autos/9062373-hyundai-elantra,Hyundai,Elantra,2011,Ağ,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,100 364 km,Avtomat,Xeyr,20 400 AZN
7635,https://turbo.az/autos/8470862-jmc-grand-avenue,JMC,Grand Avenue,2024,Qara,2.3,Mühərrik2.3 L / 170 a.g. / Dizel,0 km,Mexaniki,Bəli,53 500 AZN
7636,https://turbo.az/autos/8925514-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 360 a.g. / Benzin,0 km,Avtomat,Bəli,230 900 USD
7637,https://turbo.az/autos/8509154-jmc-vigus-plus,JMC,Vigus Plus,2024,Ağ,2.0,Mühərrik2.0 L / 141 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
7638,https://turbo.az/autos/9102480-honda-insight,Honda,Insight,2012,Göy,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,340 000 km,Variator,Xeyr,11 800 AZN
7639,https://turbo.az/autos/9089024-chery-fulwin-2,Chery,Fulwin 2,2014,Ağ,1.5,Mühərrik1.5 L / 109 a.g. / Benzin,295 678 km,Mexaniki,Xeyr,7 000 AZN
7640,https://turbo.az/autos/8770867-mercedes-maybach-s-580-4matic,Mercedes-Maybach,S 580 4MATIC,2023,Qara,4.0,Mühərrik4.0 L / 503 a.g. / Benzin,0 km,Avtomat,Bəli,263 087 EUR
7641,https://turbo.az/autos/8948447-mercedes-amg-gt-63-s-4matic,Mercedes,AMG GT 63 S 4MATIC+,2024,Qara,4.0,Mühərrik4.0 L / 843 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,233 825 EUR
7642,https://turbo.az/autos/9052007-lada-vaz-2107,LADA (VAZ),2107,2003,Yaşıl,1.6,Mühərrik1.6 L / 75 a.g. / Benzin,78 046 km,Mexaniki,Xeyr,3 900 AZN
7643,https://turbo.az/autos/8918165-toyota-corolla,Toyota,Corolla,2020,Qara,1.6,Mühərrik1.6 L / 124 a.g. / Benzin,59 700 km,Avtomat,Xeyr,34 000 AZN
7644,https://turbo.az/autos/9087873-hyundai-santa-fe,Hyundai,Santa Fe,2014,Qara,2.4,Mühərrik2.4 L / 175 a.g. / Benzin,197 504 km,Avtomat,Xeyr,29 700 AZN
7645,https://turbo.az/autos/8478237-ducati-1199-panigale-s,Ducati,1199 Panigale S,2013,Qırmızı,0,Mühərrik1200 sm3 / 200 a.g. / Benzin,14 500 km,Avtomat,Xeyr,16 000 USD
7646,https://turbo.az/autos/9074536-toyota-camry,Toyota,Camry,2024,Qara,2.0,Mühərrik2.0 L / 197 a.g. / Hibrid,0 km,Variator,Bəli,36 800 USD
7647,https://turbo.az/autos/9035802-denza-z9-gt,Denza,Z9 GT,2024,Qara,2.0,Mühərrik2.0 L / 870 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,116 800 AZN
7648,https://turbo.az/autos/9097479-bmw-530,BMW,530,1989,Göy,2.5,Mühərrik2.5 L / 192 a.g. / Benzin,404 544 km,Mexaniki,Xeyr,16 000 AZN
7649,https://turbo.az/autos/9058958-mercedes-c-250,Mercedes,C 250,2014,Gümüşü,1.8,Mühərrik1.8 L / 204 a.g. / Benzin,198 000 km,Avtomat,Xeyr,24 000 AZN
7650,https://turbo.az/autos/9087309-hyundai-elantra,Hyundai,Elantra,2015,Göy,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,115 000 km,Avtomat,Xeyr,18 999 AZN
7651,https://turbo.az/autos/8765595-bmw-x5,BMW,X5,2014,Qəhvəyi,3.0,Mühərrik3.0 L / 306 a.g. / Benzin,165 000 km,Avtomat,Xeyr,25 300 USD
7652,https://turbo.az/autos/9084199-bmw-330e,BMW,330e,2022,Yaş Asfalt,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,57 000 km,Avtomat,Xeyr,38 500 USD
7653,https://turbo.az/autos/9093255-kia-cerato,Kia,Cerato,2008,Ağ,2.0,Mühərrik2.0 L / 143 a.g. / Benzin,324 000 km,Avtomat,Xeyr,11 300 AZN
7654,https://turbo.az/autos/8441849-mercedes-s-450-4matic,Mercedes,S 450 4MATIC,2023,Qara,3.0,Mühərrik3.0 L / 381 a.g. / Benzin,0 km,Avtomat,Bəli,143 462 EUR
7655,https://turbo.az/autos/9055895-mercedes-c-43-amg-4matic,Mercedes,C 43 AMG 4MATIC,2023,Qara,2.0,Mühərrik2.0 L / 420 a.g. / Benzin,38 900 km,Avtomat,Xeyr,69 500 USD
7656,https://turbo.az/autos/9085178-audi-a5-sportback,Audi,A5 Sportback,2018,Ağ,2.0,Mühərrik2.0 L / 225 a.g. / Benzin,105 000 km,Avtomat,Xeyr,26 500 USD
7657,https://turbo.az/autos/9106026-toyota-land-cruiser,Toyota,Land Cruiser,2012,Qara,4.0,Mühərrik4.0 L / 243 a.g. / Benzin,177 672 km,Avtomat,Xeyr,56 000 AZN
7658,https://turbo.az/autos/9093419-lexus-lx-570,Lexus,LX 570,2016,Qara,5.7,Mühərrik5.7 L / 367 a.g. / Benzin,137 500 km,Avtomat,Xeyr,77 500 USD
7659,https://turbo.az/autos/9062373-hyundai-elantra,Hyundai,Elantra,2011,Ağ,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,100 364 km,Avtomat,Xeyr,20 400 AZN
7660,https://turbo.az/autos/8470862-jmc-grand-avenue,JMC,Grand Avenue,2024,Qara,2.3,Mühərrik2.3 L / 170 a.g. / Dizel,0 km,Mexaniki,Bəli,53 500 AZN
7661,https://turbo.az/autos/8925514-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 360 a.g. / Benzin,0 km,Avtomat,Bəli,230 900 USD
7662,https://turbo.az/autos/8509154-jmc-vigus-plus,JMC,Vigus Plus,2024,Ağ,2.0,Mühərrik2.0 L / 141 a.g. / Dizel,0 km,Mexaniki,Bəli,43 900 AZN
7663,https://turbo.az/autos/9102480-honda-insight,Honda,Insight,2012,Göy,1.3,Mühərrik1.3 L / 98 a.g. / Hibrid,340 000 km,Variator,Xeyr,11 800 AZN
7664,https://turbo.az/autos/9089024-chery-fulwin-2,Chery,Fulwin 2,2014,Ağ,1.5,Mühərrik1.5 L / 109 a.g. / Benzin,295 678 km,Mexaniki,Xeyr,7 000 AZN
7665,https://turbo.az/autos/8770867-mercedes-maybach-s-580-4matic,Mercedes-Maybach,S 580 4MATIC,2023,Qara,4.0,Mühərrik4.0 L / 503 a.g. / Benzin,0 km,Avtomat,Bəli,263 087 EUR
7666,https://turbo.az/autos/8948447-mercedes-amg-gt-63-s-4matic,Mercedes,AMG GT 63 S 4MATIC+,2024,Qara,4.0,Mühərrik4.0 L / 843 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,233 825 EUR
7667,https://turbo.az/autos/9052007-lada-vaz-2107,LADA (VAZ),2107,2003,Yaşıl,1.6,Mühərrik1.6 L / 75 a.g. / Benzin,78 046 km,Mexaniki,Xeyr,3 900 AZN
7668,https://turbo.az/autos/8918165-toyota-corolla,Toyota,Corolla,2020,Qara,1.6,Mühərrik1.6 L / 124 a.g. / Benzin,59 700 km,Avtomat,Xeyr,34 000 AZN
7669,https://turbo.az/autos/9087873-hyundai-santa-fe,Hyundai,Santa Fe,2014,Qara,2.4,Mühərrik2.4 L / 175 a.g. / Benzin,197 504 km,Avtomat,Xeyr,29 700 AZN
7670,https://turbo.az/autos/8478237-ducati-1199-panigale-s,Ducati,1199 Panigale S,2013,Qırmızı,0,Mühərrik1200 sm3 / 200 a.g. / Benzin,14 500 km,Avtomat,Xeyr,16 000 USD
7671,https://turbo.az/autos/9074536-toyota-camry,Toyota,Camry,2024,Qara,2.0,Mühərrik2.0 L / 197 a.g. / Hibrid,0 km,Variator,Bəli,36 800 USD
7672,https://turbo.az/autos/9035802-denza-z9-gt,Denza,Z9 GT,2024,Qara,2.0,Mühərrik2.0 L / 870 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,116 800 AZN
7673,https://turbo.az/autos/9097479-bmw-530,BMW,530,1989,Göy,2.5,Mühərrik2.5 L / 192 a.g. / Benzin,404 544 km,Mexaniki,Xeyr,16 000 AZN
7674,https://turbo.az/autos/9058958-mercedes-c-250,Mercedes,C 250,2014,Gümüşü,1.8,Mühərrik1.8 L / 204 a.g. / Benzin,198 000 km,Avtomat,Xeyr,24 000 AZN
7675,https://turbo.az/autos/9087309-hyundai-elantra,Hyundai,Elantra,2015,Göy,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,115 000 km,Avtomat,Xeyr,18 999 AZN
7676,https://turbo.az/autos/8765595-bmw-x5,BMW,X5,2014,Qəhvəyi,3.0,Mühərrik3.0 L / 306 a.g. / Benzin,165 000 km,Avtomat,Xeyr,25 300 USD
7677,https://turbo.az/autos/9084199-bmw-330e,BMW,330e,2022,Yaş Asfalt,2.0,Mühərrik2.0 L / 292 a.g. / Plug-in Hibrid,57 000 km,Avtomat,Xeyr,38 500 USD
7678,https://turbo.az/autos/9093255-kia-cerato,Kia,Cerato,2008,Ağ,2.0,Mühərrik2.0 L / 143 a.g. / Benzin,324 000 km,Avtomat,Xeyr,11 300 AZN
7679,https://turbo.az/autos/8441849-mercedes-s-450-4matic,Mercedes,S 450 4MATIC,2023,Qara,3.0,Mühərrik3.0 L / 381 a.g. / Benzin,0 km,Avtomat,Bəli,143 462 EUR
7680,https://turbo.az/autos/9092910-hyundai-elantra,Hyundai,Elantra,2020,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,91 000 km,Avtomat,Xeyr,26 300 AZN
7681,https://turbo.az/autos/9092890-hyundai-elantra,Hyundai,Elantra,2019,Qara,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,98 000 km,Avtomat,Xeyr,25 500 AZN
7682,https://turbo.az/autos/9046125-hyundai-elantra,Hyundai,Elantra,2018,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,108 000 km,Avtomat,Xeyr,22 800 AZN
7683,https://turbo.az/autos/9045773-hyundai-elantra,Hyundai,Elantra,2016,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,104 000 km,Avtomat,Xeyr,24 500 AZN
7684,https://turbo.az/autos/8995479-hyundai-elantra,Hyundai,Elantra,2020,Ağ,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,75 000 km,Avtomat,Xeyr,26 800 AZN
7685,https://turbo.az/autos/8980382-hyundai-elantra,Hyundai,Elantra,2021,Yaş Asfalt,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,96 000 km,Avtomat,Xeyr,26 900 AZN
7686,https://turbo.az/autos/8980377-hyundai-elantra,Hyundai,Elantra,2019,Qara,2.0,Mühərrik2.0 L / 150 a.g. / Benzin,67 000 km,Avtomat,Xeyr,26 800 AZN
7687,https://turbo.az/autos/9085178-audi-a5-sportback,Audi,A5 Sportback,2018,Ağ,2.0,Mühərrik2.0 L / 225 a.g. / Benzin,105 000 km,Avtomat,Xeyr,26 500 USD
7688,https://turbo.az/autos/9106026-toyota-land-cruiser,Toyota,Land Cruiser,2012,Qara,4.0,Mühərrik4.0 L / 243 a.g. / Benzin,177 672 km,Avtomat,Xeyr,56 000 AZN
7689,https://turbo.az/autos/9093419-lexus-lx-570,Lexus,LX 570,2016,Qara,5.7,Mühərrik5.7 L / 367 a.g. / Benzin,137 500 km,Avtomat,Xeyr,77 500 USD
7690,https://turbo.az/autos/9062373-hyundai-elantra,Hyundai,Elantra,2011,Ağ,1.8,Mühərrik1.8 L / 150 a.g. / Benzin,100 364 km,Avtomat,Xeyr,20 400 AZN
7691,https://turbo.az/autos/8470862-jmc-grand-avenue,JMC,Grand Avenue,2024,Qara,2.3,Mühərrik2.3 L / 170 a.g. / Dizel,0 km,Mexaniki,Bəli,53 500 AZN
7692,https://turbo.az/autos/8925514-land-rover-range-rover,Land Rover,Range Rover,2024,Qara,3.0,Mühərrik3.0 L / 360 a.g. / Benzin,0 km,Avtomat,Bəli,230 900 USD
