,Links,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
2687,https://turbo.az/autos/9035866-bmw-320,BMW,320,2016,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,146 012 km,Avtomat,Xeyr,26 500 AZN
2688,https://turbo.az/autos/9041135-changan-qiyuan-a05,Changan,Qiyuan A05,2024,Ağ,1.5,Mühərrik1.5 L / 190 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,13 990 USD
2689,https://turbo.az/autos/9105673-hyundai-sonata,Hyundai,Sonata,2015,Ağ,2.4,Mühərrik2.4 L / 180 a.g. / Benzin,164 500 km,Avtomat,Xeyr,32 000 AZN
2690,https://turbo.az/autos/8572779-li-auto-l7,Li Auto,L7,2024,Qara,1.5,Mühərrik1.5 L / 449 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,56 000 USD
2691,https://turbo.az/autos/8670677-mercedes-glc-300-e-4matic,Mercedes,GLC 300 e 4MATIC,2024,Qara,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,69 529 EUR
2692,https://turbo.az/autos/9016495-leapmotor-c01,Leapmotor,C01,2024,Qara,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,47 900 AZN
2693,https://turbo.az/autos/8808072-chery-tiggo-2-pro-max,Chery,Tiggo 2 Pro Max,2024,Ağ,1.5,Mühərrik1.5 L / 116 a.g. / Benzin,0 km,Avtomat,Bəli,30 900 AZN
2694,https://turbo.az/autos/9038742-nissan-note,Nissan,Note,2019,Ağ,1.2,Mühərrik1.2 L / 80 a.g. / Hibrid,32 500 km,Reduktor,Xeyr,21 200 AZN
2695,https://turbo.az/autos/9094334-kia-sorento,Kia,Sorento,2018,Yaş Asfalt,2.2,Mühərrik2.2 L / 200 a.g. / Dizel,71 000 km,Avtomat,Xeyr,45 900 AZN
2696,https://turbo.az/autos/8928186-toyota-sienta,Toyota,Sienta,2017,Gümüşü,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,56 850 km,Variator,Xeyr,24 950 AZN
2697,https://turbo.az/autos/9010963-toyota-sienta,Toyota,Sienta,2016,Ağ,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,44 444 km,Variator,Xeyr,25 500 AZN
2698,https://turbo.az/autos/8858877-ford-f-450,Ford,F-450,2011,Qara,7.0,Mühərrik7.0 L / 400 a.g. / Dizel,8 225 km,Avtomat,Xeyr,125 000 USD
2699,https://turbo.az/autos/9092666-hyundai-ix35,Hyundai,ix35,2013,Qara,2.0,Mühərrik2.0 L / 163 a.g. / Benzin,145 438 km,Avtomat,Xeyr,25 000 AZN
2700,https://turbo.az/autos/8686396-gac-emkoo,GAC,Emkoo,2024,Ağ,1.5,Mühərrik1.5 L / 177 a.g. / Benzin,0 km,Avtomat,Bəli,40 900 AZN
2701,https://turbo.az/autos/9021890-zeekr-001,ZEEKR,001,2023,Göy,0,Mühərrik544 a.g. / Elektro,30 000 km,Reduktor,Xeyr,32 000 USD
2702,https://turbo.az/autos/8871163-hyundai-grandeur,Hyundai,Grandeur,2023,Boz,1.6,Mühərrik1.6 L / 230 a.g. / Hibrid,28 000 km,Avtomat,Xeyr,38 500 USD
2703,https://turbo.az/autos/8736660-gac-empow,GAC,Empow,2024,Qara,1.5,Mühərrik1.5 L / 177 a.g. / Benzin,0 km,Robot,Bəli,37 900 AZN
2704,https://turbo.az/autos/8427490-gac-gs3-emzoom,GAC,GS3 Emzoom,2024,Yaş Asfalt,1.5,Mühərrik1.5 L / 175 a.g. / Benzin,0 km,Avtomat,Bəli,36 900 AZN
2705,https://turbo.az/autos/9100729-avatr-12,Avatr,12,2024,Yaş Asfalt,0,Mühərrik578 a.g. / Elektro,0 km,Reduktor,Bəli,45 000 USD
2706,https://turbo.az/autos/9096244-volkswagen-tayron,Volkswagen,Tayron,2023,Yaş Asfalt,1.4,Mühərrik1.4 L / 150 a.g. / Plug-in Hibrid,0 km,Robot,Bəli,25 900 USD
2707,https://turbo.az/autos/9011461-changan-cs-55-plus,Changan,CS 55 Plus,2023,Boz,1.5,Mühərrik1.5 L / 180 a.g. / Benzin,41 373 km,Avtomat,Xeyr,49 635 AZN
2708,https://turbo.az/autos/9026085-hyundai-grandeur,Hyundai,Grandeur,2015,Qara,2.2,Mühərrik2.2 L / 202 a.g. / Dizel,179 000 km,Avtomat,Xeyr,34 500 AZN
2709,https://turbo.az/autos/9016618-bmw-530,BMW,530,2017,Qara,2.0,Mühərrik2.0 L / 249 a.g. / Benzin,108 000 km,Avtomat,Xeyr,24 500 USD
2710,https://turbo.az/autos/8972185-nissan-navara,Nissan,Navara,2012,Qara,2.5,Mühərrik2.5 L / 190 a.g. / Dizel,256 080 km,Avtomat,Xeyr,35 999 AZN
2711,https://turbo.az/autos/9035866-bmw-320,BMW,320,2016,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,146 012 km,Avtomat,Xeyr,26 500 AZN
2712,https://turbo.az/autos/9041135-changan-qiyuan-a05,Changan,Qiyuan A05,2024,Ağ,1.5,Mühərrik1.5 L / 190 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,13 990 USD
2713,https://turbo.az/autos/9105673-hyundai-sonata,Hyundai,Sonata,2015,Ağ,2.4,Mühərrik2.4 L / 180 a.g. / Benzin,164 500 km,Avtomat,Xeyr,32 000 AZN
2714,https://turbo.az/autos/8572779-li-auto-l7,Li Auto,L7,2024,Qara,1.5,Mühərrik1.5 L / 449 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,56 000 USD
2715,https://turbo.az/autos/8670677-mercedes-glc-300-e-4matic,Mercedes,GLC 300 e 4MATIC,2024,Qara,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,69 529 EUR
2716,https://turbo.az/autos/9016495-leapmotor-c01,Leapmotor,C01,2024,Qara,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,47 900 AZN
2717,https://turbo.az/autos/8808072-chery-tiggo-2-pro-max,Chery,Tiggo 2 Pro Max,2024,Ağ,1.5,Mühərrik1.5 L / 116 a.g. / Benzin,0 km,Avtomat,Bəli,30 900 AZN
2718,https://turbo.az/autos/9038742-nissan-note,Nissan,Note,2019,Ağ,1.2,Mühərrik1.2 L / 80 a.g. / Hibrid,32 500 km,Reduktor,Xeyr,21 200 AZN
2719,https://turbo.az/autos/9094334-kia-sorento,Kia,Sorento,2018,Yaş Asfalt,2.2,Mühərrik2.2 L / 200 a.g. / Dizel,71 000 km,Avtomat,Xeyr,45 900 AZN
2720,https://turbo.az/autos/8928186-toyota-sienta,Toyota,Sienta,2017,Gümüşü,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,56 850 km,Variator,Xeyr,24 950 AZN
2721,https://turbo.az/autos/9010963-toyota-sienta,Toyota,Sienta,2016,Ağ,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,44 444 km,Variator,Xeyr,25 500 AZN
2722,https://turbo.az/autos/8858877-ford-f-450,Ford,F-450,2011,Qara,7.0,Mühərrik7.0 L / 400 a.g. / Dizel,8 225 km,Avtomat,Xeyr,125 000 USD
2723,https://turbo.az/autos/9092666-hyundai-ix35,Hyundai,ix35,2013,Qara,2.0,Mühərrik2.0 L / 163 a.g. / Benzin,145 438 km,Avtomat,Xeyr,25 000 AZN
2724,https://turbo.az/autos/8686396-gac-emkoo,GAC,Emkoo,2024,Ağ,1.5,Mühərrik1.5 L / 177 a.g. / Benzin,0 km,Avtomat,Bəli,40 900 AZN
2725,https://turbo.az/autos/9021890-zeekr-001,ZEEKR,001,2023,Göy,0,Mühərrik544 a.g. / Elektro,30 000 km,Reduktor,Xeyr,32 000 USD
2726,https://turbo.az/autos/8871163-hyundai-grandeur,Hyundai,Grandeur,2023,Boz,1.6,Mühərrik1.6 L / 230 a.g. / Hibrid,28 000 km,Avtomat,Xeyr,38 500 USD
2727,https://turbo.az/autos/8736660-gac-empow,GAC,Empow,2024,Qara,1.5,Mühərrik1.5 L / 177 a.g. / Benzin,0 km,Robot,Bəli,37 900 AZN
2728,https://turbo.az/autos/8427490-gac-gs3-emzoom,GAC,GS3 Emzoom,2024,Yaş Asfalt,1.5,Mühərrik1.5 L / 175 a.g. / Benzin,0 km,Avtomat,Bəli,36 900 AZN
2729,https://turbo.az/autos/9100729-avatr-12,Avatr,12,2024,Yaş Asfalt,0,Mühərrik578 a.g. / Elektro,0 km,Reduktor,Bəli,45 000 USD
2730,https://turbo.az/autos/9096244-volkswagen-tayron,Volkswagen,Tayron,2023,Yaş Asfalt,1.4,Mühərrik1.4 L / 150 a.g. / Plug-in Hibrid,0 km,Robot,Bəli,25 900 USD
2731,https://turbo.az/autos/9011461-changan-cs-55-plus,Changan,CS 55 Plus,2023,Boz,1.5,Mühərrik1.5 L / 180 a.g. / Benzin,41 373 km,Avtomat,Xeyr,49 635 AZN
2732,https://turbo.az/autos/9026085-hyundai-grandeur,Hyundai,Grandeur,2015,Qara,2.2,Mühərrik2.2 L / 202 a.g. / Dizel,179 000 km,Avtomat,Xeyr,34 500 AZN
2733,https://turbo.az/autos/9016618-bmw-530,BMW,530,2017,Qara,2.0,Mühərrik2.0 L / 249 a.g. / Benzin,108 000 km,Avtomat,Xeyr,24 500 USD
2734,https://turbo.az/autos/8972185-nissan-navara,Nissan,Navara,2012,Qara,2.5,Mühərrik2.5 L / 190 a.g. / Dizel,256 080 km,Avtomat,Xeyr,35 999 AZN
2735,https://turbo.az/autos/9035866-bmw-320,BMW,320,2016,Yaş Asfalt,2.0,Mühərrik2.0 L / 184 a.g. / Benzin,146 012 km,Avtomat,Xeyr,26 500 AZN
2736,https://turbo.az/autos/9041135-changan-qiyuan-a05,Changan,Qiyuan A05,2024,Ağ,1.5,Mühərrik1.5 L / 190 a.g. / Plug-in Hibrid,0 km,Variator,Bəli,13 990 USD
2737,https://turbo.az/autos/9105673-hyundai-sonata,Hyundai,Sonata,2015,Ağ,2.4,Mühərrik2.4 L / 180 a.g. / Benzin,164 500 km,Avtomat,Xeyr,32 000 AZN
2738,https://turbo.az/autos/8572779-li-auto-l7,Li Auto,L7,2024,Qara,1.5,Mühərrik1.5 L / 449 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,56 000 USD
2739,https://turbo.az/autos/8670677-mercedes-glc-300-e-4matic,Mercedes,GLC 300 e 4MATIC,2024,Qara,2.0,Mühərrik2.0 L / 313 a.g. / Plug-in Hibrid,0 km,Avtomat,Bəli,69 529 EUR
2740,https://turbo.az/autos/9016495-leapmotor-c01,Leapmotor,C01,2024,Qara,1.5,Mühərrik1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Reduktor,Bəli,47 900 AZN
2741,https://turbo.az/autos/8808072-chery-tiggo-2-pro-max,Chery,Tiggo 2 Pro Max,2024,Ağ,1.5,Mühərrik1.5 L / 116 a.g. / Benzin,0 km,Avtomat,Bəli,30 900 AZN
2742,https://turbo.az/autos/9038742-nissan-note,Nissan,Note,2019,Ağ,1.2,Mühərrik1.2 L / 80 a.g. / Hibrid,32 500 km,Reduktor,Xeyr,21 200 AZN
2743,https://turbo.az/autos/9094334-kia-sorento,Kia,Sorento,2018,Yaş Asfalt,2.2,Mühərrik2.2 L / 200 a.g. / Dizel,71 000 km,Avtomat,Xeyr,45 900 AZN
2744,https://turbo.az/autos/8928186-toyota-sienta,Toyota,Sienta,2017,Gümüşü,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,56 850 km,Variator,Xeyr,24 950 AZN
2745,https://turbo.az/autos/9010963-toyota-sienta,Toyota,Sienta,2016,Ağ,1.5,Mühərrik1.5 L / 74 a.g. / Hibrid,44 444 km,Variator,Xeyr,25 500 AZN
2746,https://turbo.az/autos/8858877-ford-f-450,Ford,F-450,2011,Qara,7.0,Mühərrik7.0 L / 400 a.g. / Dizel,8 225 km,Avtomat,Xeyr,125 000 USD
2747,https://turbo.az/autos/9092666-hyundai-ix35,Hyundai,ix35,2013,Qara,2.0,Mühərrik2.0 L / 163 a.g. / Benzin,145 438 km,Avtomat,Xeyr,25 000 AZN
2748,https://turbo.az/autos/8686396-gac-emkoo,GAC,Emkoo,2024,Ağ,1.5,Mühərrik1.5 L / 177 a.g. / Benzin,0 km,Avtomat,Bəli,40 900 AZN
2749,https://turbo.az/autos/9021890-zeekr-001,ZEEKR,001,2023,Göy,0,Mühərrik544 a.g. / Elektro,30 000 km,Reduktor,Xeyr,32 000 USD
2750,https://turbo.az/autos/8871163-hyundai-grandeur,Hyundai,Grandeur,2023,Boz,1.6,Mühərrik1.6 L / 230 a.g. / Hibrid,28 000 km,Avtomat,Xeyr,38 500 USD
2751,https://turbo.az/autos/8736660-gac-empow,GAC,Empow,2024,Qara,1.5,Mühərrik1.5 L / 177 a.g. / Benzin,0 km,Robot,Bəli,37 900 AZN
2752,https://turbo.az/autos/8427490-gac-gs3-emzoom,GAC,GS3 Emzoom,2024,Yaş Asfalt,1.5,Mühərrik1.5 L / 175 a.g. / Benzin,0 km,Avtomat,Bəli,36 900 AZN
2753,https://turbo.az/autos/9100729-avatr-12,Avatr,12,2024,Yaş Asfalt,0,Mühərrik578 a.g. / Elektro,0 km,Reduktor,Bəli,45 000 USD
2754,https://turbo.az/autos/9096244-volkswagen-tayron,Volkswagen,Tayron,2023,Yaş Asfalt,1.4,Mühərrik1.4 L / 150 a.g. / Plug-in Hibrid,0 km,Robot,Bəli,25 900 USD
2755,https://turbo.az/autos/9011461-changan-cs-55-plus,Changan,CS 55 Plus,2023,Boz,1.5,Mühərrik1.5 L / 180 a.g. / Benzin,41 373 km,Avtomat,Xeyr,49 635 AZN
2756,https://turbo.az/autos/9026085-hyundai-grandeur,Hyundai,Grandeur,2015,Qara,2.2,Mühərrik2.2 L / 202 a.g. / Dizel,179 000 km,Avtomat,Xeyr,34 500 AZN
